_step,train/loss,train/lr,train/grad_norm,train/tokens_seen,train/peak_memory_gb
0,657.8073348999023,1.4999999999999999e-05,191.23271713256835,2621440,65.46269464492798
1,362.29354629516604,2.9999999999999997e-05,320.81359710693357,5242880,65.46269464492798
2,119.47213726043701,4.4999999999999996e-05,89.64999198913574,7864320,65.46269464492798
3,71.09594068527221,5.9999999999999995e-05,39.61889724731445,10485760,65.46269464492798
4,56.80873594284058,7.5e-05,32.340077590942386,13107200,65.46269464492798
5,49.48050155639648,8.999999999999999e-05,22.346502685546874,15728640,65.46269464492798
6,44.643039512634275,0.00010499999999999999,26.765408325195313,18350080,65.46269464492798
7,41.5930474281311,0.00011999999999999999,35.49701747894287,20971520,65.46269464492798
8,39.49792327880859,0.00013499999999999997,35.822105884552,23592960,65.46269464492798
9,38.41567115783691,0.00015,46.00104150772095,26214400,65.46269464492798
10,37.54844770431519,0.00016499999999999997,52.62644815444946,28835840,65.46269464492798
11,35.130973148345944,0.00017999999999999998,29.625984859466552,31457280,65.46269464492798
12,34.171922874450686,0.000195,37.16454448699951,34078720,65.46269464492798
13,33.137613725662234,0.00020999999999999998,40.80572748184204,36700160,65.46269464492798
14,31.285385131835938,0.000225,24.64098491668701,39321600,65.46269464492798
15,30.414125633239745,0.00023999999999999998,41.82635154724121,41943040,65.46269464492798
16,30.30035195350647,0.00025499999999999996,43.942770671844485,44564480,65.46269464492798
17,28.536270809173583,0.00026999999999999995,39.38487911224365,47185920,65.46269464492798
18,28.014607429504395,0.000285,40.72326717376709,49807360,65.46269464492798
19,26.340124464035036,0.0003,34.431144618988036,52428800,65.46269464492798
20,24.05846447944641,0.00029998148125440595,27.117935180664062,55050240,65.46269464492798
21,22.786578512191774,0.00029991747236029917,24.496235179901124,57671680,65.46269464492798
22,22.748515939712526,0.0002998077663661026,41.50710620880127,60293120,65.46269464492798
23,22.033339405059813,0.0002996524004296855,33.48607330322265,62914560,65.46269464492798
24,20.586401653289794,0.0002994514271741263,33.57073450088501,65536000,65.46269464492798
25,19.487714195251463,0.0002992049146698894,28.485171031951904,68157440,65.46269464492798
26,17.57021028995514,0.00029891294641176875,17.292248249053955,70778880,65.46269464492798
27,16.385525226593018,0.00029857562129060846,17.407705307006836,73400320,65.46269464492798
28,15.877817797660828,0.0002981930535598077,25.18474178314209,76021760,65.46269464492798
29,15.367410111427308,0.00029776537279662275,28.019031143188478,78643200,65.46269464492798
30,14.27649540901184,0.00029729272385827844,16.617365169525147,81264640,65.46269464492798
31,13.396170663833619,0.0002967752668329048,17.03490777015686,83886080,65.46269464492798
32,12.461531567573548,0.000296213176985314,16.871104431152343,86507520,65.46269464492798
33,12.489145421981812,0.0002956066446976383,26.694085597991943,89128960,65.46269464492798
34,11.680978798866272,0.0002949558754048457,15.861149787902832,91750400,65.46269464492798
35,11.074064874649048,0.0002942610895251594,16.508688735961915,94371840,65.46269464492798
36,10.609133386611939,0.00029352252238540045,14.712567806243896,96993280,65.46269464492798
37,10.333542156219483,0.000292740424141282,21.68075885772705,99614720,65.46269464492798
38,9.6915048122406,0.00029191505969268023,12.957964324951172,102236160,65.46269464492798
39,9.18493902683258,0.00029104670859391216,13.17840371131897,104857600,65.46269464492798
40,9.042938590049744,0.00029013566495904894,15.363909053802491,107479040,65.46269464492798
41,8.662886834144592,0.0002891822373622985,13.40666847229004,110100480,65.46269464492798
42,8.162773728370667,0.0002881867487334901,11.43977131843567,112721920,65.46269464492798
43,7.945215439796447,0.00028714953624869676,8.857815933227538,115343360,65.46269464492798
44,7.914219391345978,0.00028607095121603224,11.982793760299682,117964800,65.46269464492798
45,7.846339082717895,0.00028495135895666173,13.94986824989319,120586240,65.46269464492798
46,7.672748148441315,0.0002837911386810657,12.011203336715699,123207680,65.46269464492798
47,7.458806252479553,0.0002825906833606002,11.126012754440307,125829120,65.46269464492798
48,7.771011507511139,0.00028135039959439564,15.186507558822631,128450560,65.46269464492798
49,7.116919529438019,0.00028007070747163986,9.755561113357544,131072000,65.46269464492798
50,6.927029073238373,0.00027875204042929257,7.788611698150635,133693440,65.46269464492798
51,6.88362010717392,0.0002773948451052781,9.05141739845276,136314880,65.46269464492798
52,6.729258167743683,0.00027599958118720754,8.30359697341919,138936320,65.46269464492798
53,6.592521166801452,0.0002745667212566807,8.138830518722534,141557760,65.46269464492798
54,6.657354605197907,0.00027309675062922036,10.313710737228394,144179200,65.46269464492798
55,6.677204954624176,0.0002715901671898946,10.847239542007447,146800640,65.46269464492798
56,6.554237687587738,0.0002700474812246807,10.181689834594726,149422080,65.46269464492798
57,6.514556503295898,0.0002684692152476289,9.899528551101685,152043520,65.46269464492798
58,6.458218908309936,0.00026685590382388534,9.085445022583007,154664960,65.46269464492798
59,6.429619693756104,0.00026520809338863245,8.665595960617065,157286400,65.46269464492798
60,6.380971467494964,0.0002635263420620088,11.603674793243409,159907840,65.46269464492798
61,6.373475134372711,0.000261811219460072,10.72292618751526,162529280,65.46269464492798
62,6.184156501293183,0.0002600633065018671,7.620839405059814,165150720,65.46269464492798
63,6.204567968845367,0.0002582831952126671,10.906696462631226,167772160,65.46269464492798
64,6.161732792854309,0.0002564714885234514,7.465208673477173,170393600,65.46269464492798
65,6.236229121685028,0.00025462880006669065,8.991239881515503,173015040,65.46269464492798
66,6.167244482040405,0.00025275575396850716,8.138661098480224,175636480,65.46269464492798
67,6.124148821830749,0.00025085298463728065,7.231001520156861,178257920,65.46269464492798
68,6.023013687133789,0.0002489211365487712,6.507302284240723,180879360,65.46269464492798
69,6.02114851474762,0.00024696086402783334,7.182208919525147,183500800,65.46269464492798
70,6.047686088085174,0.000244972831026793,9.999976873397827,186122240,65.46269464492798
71,5.99447067975998,0.00024295771090056452,7.632192468643188,188743680,65.46269464492798
72,5.961091029644012,0.00024091618617858224,9.290387439727784,191365120,65.46269464492798
73,5.899960386753082,0.00023884894833362528,8.524409866333007,193986560,65.46269464492798
74,5.891313755512238,0.0002367566975476126,7.486091184616089,196608000,65.46269464492798
75,5.937131631374359,0.0002346401424744488,9.694561338424682,199229440,65.46269464492798
76,5.92293496131897,0.00023249999999999996,6.574979639053344,201850880,65.46269464492798
77,5.865730035305023,0.00023033699499928157,6.306878662109375,204472320,65.46269464492798
78,5.848489987850189,0.00022815186009094023,6.475634169578552,207093760,65.46269464492798
79,5.870287537574768,0.00022594533538911293,5.890567708015442,209715200,65.46269464492798
80,5.820663785934448,0.0002237181682527473,6.519286012649536,212336640,65.46269464492798
81,5.7914517521858215,0.00022147111303246785,6.577085947990417,214958080,65.46269464492798
82,5.901033997535706,0.00021920493081507465,13.00172290802002,217579520,65.46269464492798
83,5.742254519462586,0.00021692038916575995,5.774800586700439,220200960,65.46269464492798
84,5.706647741794586,0.0002146182618681308,6.246839189529419,222822400,65.46269464492798
85,5.651414942741394,0.00021229932866212515,6.099482297897339,225443840,65.46269464492798
86,5.727329158782959,0.000209964374979911,6.5620404243469235,228065280,65.46269464492798
87,5.739186787605286,0.0002076141916798573,5.4510682106018065,230686720,65.46269464492798
